STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,MAT_CENT,MAT_TYPE,CBSA,MICROF
AK,AK0094,010,AK0094-010,TUZZY CONSORTIUM LIBRARY,5421 NORTH STAR STREET,BARROW,99723,2130,NORTH SLOPE,9078524050,CE,NO,7000,R_11,0,R_11,2346,R_11,52,R_11,2012,00,00,00,-156.75342,71.298453,02,185,05200,9536,33,1,1110,0200,0,1,0,.
AK,AK0095,002,AK0095-002,AKIACHAK SCHOOL/COMMUNITY LIBRARY,1 MAIN STREET,AKIACHAK,99551,1190,BETHEL,9078253630,CE,NO,1800,R_11,0,R_11,780,R_11,48,R_11,2012,00,00,00,-161.397675,60.888707,02,050,00000,17468,43,1,3180,0200,X,15,0,.
AK,AK0097,002,AK0097-002,ESTHER GREENWALD LIBRARY,366 GARTEENI HIGHWAY,HOONAH,99829,0157,SKAGWAY-ANGOON,9079453611,CE,NO,4184,R_11,0,R_11,1560,R_11,52,R_11,2012,00,00,00,-135.43979,58.108209,02,105,33360,2120,43,3,2051,0200,0,1,0,.
AK,AK0099,002,AK0099-002,MOOSE PASS PUBLIC LIBRARY,31810 DEPOT ROAD,MOOSE PASS,99631,0154,KENAI PENINSULA,9072883111,CE,NO,360,R_11,0,R_11,1144,R_11,52,R_11,2012,00,00,00,-149.534429,60.532071,02,122,50190,56426,43,3,1298,0200,X,15,0,.
AK,AK0100,001,AK0100-002,NIKOLAI COMMUNITY/SCHOOL LIBRARY,TOP OF THE KUSKOKWIM SCHOOL BUILDIN,NIKOLAI,99691,9091,YUKON-KOYUKUK,9072932427,CE,NO,1640,R_11,0,R_11,480,R_11,48,R_11,2012,00,00,00,-154.377316,63.010723,02,290,54150,5748,43,4,2137,0200,X,14,0,.
AK,AK0101,002,AK0101-002,SAND POINT COMMUNITY/SCHOOL LIBRARY,123 RED COVE ROAD,SAND POINT,99661,0269,ALEUTIANS EAST,9073832393,CE,NO,1950,R_11,0,R_11,780,R_11,52,R_11,2012,00,00,00,-160.481072,55.353444,02,013,67020,3178,43,1,3195,0200,0,1,0,.
AK,AK0102,002,AK0102-002,EGEGIK TRIBAL COUNCIL LIBRARY,289 AIRPORT WAY,EGEGIK,99579,0029,LAKE AND PENINSULA,9072332211,CE,NO,1500,R_11,0,R_11,936,R_11,52,R_11,2012,00,00,00,-157.357007,58.207647,02,164,21150,1661,43,1,2103,0200,X,15,0,.
AK,AK0103,002,AK0103-002,TRAPPER CREEK PUBLIC LIBRARY,8901 EAST DEVONSHIRE DRIVE,TRAPPER CREEK,99683,0388,MATANUSKA-SUSITNA,9077331546,CE,NO,2762,R_11,0,R_11,1270,R_11,52,R_11,2012,00,00,00,-150.616151,62.428468,02,170,60460,91930,43,1.00999999,1351,0200,X,15,11260,0
AK,AK0104,002,AK0104-002,HOLY CROSS COMMUNITY/SCHOOL LIBRARY,210 TRAILWAY STREET,HOLY CROSS,99602,0210,YUKON-KOYUKUK,9074767131,CE,NO,1450,R_11,0,R_11,480,R_11,48,R_11,2012,00,00,00,-160.023886,62.057258,02,290,00000,5748,43,4,1238,0200,X,14,0,.
AK,AK0113,002,AK0113-002,OUZINKIE TRIBAL MEDIA CENTER,216 THIRD STREET,OUZINKIE,99644,0130,KODIAK ISLAND,9076802323,CE,NO,600,R_11,0,R_11,1300,R_11,52,R_11,2012,00,00,00,-152.508211,57.92118,02,150,58550,13913,42,1,2325,0200,X,14,0,.
AK,AK0114,002,AK0114-002,ST. GEORGE ISLAND SCHOOL/COMMUNITY LIBRARY,NO. 1 ELEMENTARY SCHOOL ROAD,ST. GEORGE,99591,0905,ALEUTIANS WEST,9075463324,CE,NO,900,R_11,0,R_11,480,R_11,48,R_11,2012,00,00,00,-169.616909,56.581679,02,016,65800,5521,43,1,1645,0200,X,14,0,.
AK,AK0115,002,AK0115-002,UNALASKA PUBLIC LIBRARY,64 ELEANOR DRIVE,UNALASKA,99685,1370,ALEUTIANS WEST,9075815060,CE,NO,9400,R_11,0,R_11,3484,R_11,52,R_11,2012,00,00,15,-166.529638,53.870522,02,016,80770,5521,41,2,2009,0200,0,1,0,.
AK,AK0116,001,AK0116-002,ANIAK PUBLIC LIBRARY,311 RIVERFRONT DRIVE,ANIAK,99557,0270,BETHEL,9076754435,CE,NO,400,R_11,0,R_11,900,R_11,50,R_11,2012,00,00,00,-156.70387,61.496996,02,050,00000,17468,43,3,2024,0200,X,14,0,.
AK,AK0117,001,AK0117-002,HYDER PUBLIC LIBRARY,50 MAIN STREET,HYDER,99923,0050,PR WALES-OUTER,2506369169,CE,NO,1200,R_11,0,R_11,480,R_11,48,R_11,2012,00,00,00,-130.036156,55.930565,02,198,34570,5755,43,3,1017,0200,0,5,0,.
AK,AK0120,001,AK0120-002,INNOKO RIVER COMMUNITY/SCHOOL AND TRIBAL LIBRARY,101 PINE STREET,SHAGELUK,99665,0049,YUKON-KOYUKUK,9074738206,CE,NO,512,R_11,0,R_11,480,R_11,48,R_11,2012,00,00,00,-159.837595,62.682486,02,290,00000,5748,43,4,1120,0200,X,14,0,.
AK,AK0121,001,AK0121-002,ANVIK COMMUNITY/SCHOOL LIBRARY,1 AIRPORT ROAD,ANVIK,99558,0090,YUKON-KOYUKUK,9076636348,CE,NO,560,R_11,0,R_11,480,R_11,48,R_11,2012,00,00,00,-159.72838,63.235938,02,290,00000,5748,43,4,1159,0200,X,15,0,.
AK,AK0122,001,AK0122-002,GRAYLING COMMUNITY/SCHOOL LIBRARY,DAVID LOUIS SCHOOL BUILDING,GRAYLING,99590,0090,YUKON-KOYUKUK,9074535135,CE,NO,576,R_11,0,R_11,480,R_11,48,R_11,2012,00,00,00,-159.676935,64.075022,02,290,00000,5748,43,3,3065,0200,X,14,0,.
AK,AK0124,001,AK0124-002,LAKE MINCHUMINA COMMUNITY LIBRARY,123 AIRPORT WAY,LAKE MINCHUMINA,99757,0050,YUKON-KOYUKUK,9076743211,CE,NO,1100,R_11,0,R_11,624,R_11,52,R_11,2012,00,00,00,-152.427523,63.848952,02,290,42820,5748,43,4,2022,0200,X,14,0,.
AK,AK0126,001,AK0126-002,IGIUGIG TRIBAL LIBRARY,1 AIRPORT WAY,IGIUGIG,99613,4008,LAKE AND PENINSULA,9075333211,CE,NO,440,R_11,0,R_11,550,R_11,50,R_11,2012,00,00,00,-156.57377,58.748921,02,060,39630,1034,43,1,1000,0200,X,15,0,.
AK,AK0127,001,AK0127-002,COFFMAN COVE COMMUNITY LIBRARY,106 DENALI ALLEY,COFFMAN COVE,99918,0135,PR WALES-OUTER KE,9073292080,CE,NO,2480,R_11,0,R_11,2890,R_11,52,R_11,2012,00,00,00,-131.69729,55.357009,02,198,38970,5755,33,2,2023,0200,X,15,28540,1
AK,AK0130,001,AK0130-002,THORNE BAY PUBLIC LIBRARY,120 FREEMAN DRIVE,THORNE BAY,99919,0489,PR WALES-OUTER KE,9078283303,CE,NO,1120,R_11,0,R_11,1250,R_11,50,R_11,2012,00,00,00,-132.52418,55.688232,02,198,77140,5755,43,1,2021,0200,0,1,0,.
AK,AK0133,001,AK0133-002,PILOT POINT TRIBAL LIBRARY,2200 MAIN STREET,PILOT POINT,99649,0449,LAKE AND PENINSULA,9077972208,CE,NO,768,R_11,0,R_11,480,R_11,48,R_11,2012,00,00,00,-157.398557,57.510892,02,164,80100,1661,43,1,2440,0200,X,15,0,.
AK,AK0134,001,AK0134-001,WHALE PASS COMMUNITY LIBRARY,BEACH ROAD LOT 3 BLOCK 14,WHALE PASS,99950,0280,PR WALES-OUTER KE,9078465226,CE,NO,1500,R_11,0,R_11,619,R_11,50,R_11,2012,00,00,00,-133.076372,55.781993,02,198,00000,5755,43,1,1217,0200,X,11,0,.
AK,AK0135,001,AK0135-001,TOGIAK PUBLIC LIBRARY AND CULTURAL CENTER,SECOND AVENUE AND G STREET,TOGIAK,99678,0353,DILLINGHAM,9074935566,CE,NO,850,R_11,0,R_11,1500,R_11,50,R_11,2012,00,00,00,-160.391336,59.059753,02,070,77690,4989,43,1,3139,0200,X,14,0,.
AK,AK0136,001,AK0136-001,SCAMMON BAY PUBLIC LIBRARY,101 HILLSIDE STREET,SCAMMON BAY,99662,0229,WADE HAMPTON,9075585400,CE,NO,220,R_11,0,R_11,1344,R_11,48,R_11,2012,00,00,00,-165.569304,61.840343,02,270,67680,7648,43,1,4035,0200,X,15,0,.
AK,AK0137,001,AK0137-001,KLUKWAN COMMUNITY/SCHOOL LIBRARY,315 MISSION STREET,KLUKWAN,99827,2207,HAINES,9077675551,CE,NO,754,R_11,0,R_11,832,R_11,52,R_11,2012,00,00,00,-135.443134,59.230122,02,100,31050,2555,43,1,3027,0200,X,11,0,.
AL,AL0001,003,AL0001-003,CARL ELLIOTT REGIONAL LIBRARY SYSTEM,98 18TH STREET EAST,JASPER,35501,5491,WALKER,2052212568,CE,NO,20000,R_11,0,R_11,2250,R_11,52,R_11,2012,00,00,00,-87.273906,33.833399,01,127,38416,66665,32,203,4037,0104,0,1,13820,0
AL,AL0002,002,100-001,ARLEY PUBLIC LIBRARY,6788 COUNTY ROAD 41,ARLEY,35541,0146,WINSTON,2053870129,CE,NO,6000,R_11,0,R_11,1820,R_11,52,R_11,2012,00,00,00,-87.2234,34.049972,01,133,00000,24281,42,9655.019531,2037,0104,0,1,0,.
AL,AL0003,002,100-002,CORDOVA PUBLIC LIBRARY,84 MAIN STREET,CORDOVA,35550,1414,WALKER,2054839578,CE,NO,-3,U_11,-3,U_11,-3,U_11,-3,U_11,2012,03,00,00,-87.182332,33.758356,01,127,17368,66665,42,215,1014,0104,2,14,13820,0
AL,AL0005,002,100-004,DOUBLE SPRINGS PUBLIC LIBRARY,637 BLAKE DRIVE,DOUBLE SPRINGS,35553,0555,WINSTON,2054892412,CE,NO,1500,R_11,0,R_11,2080,R_11,52,R_11,2012,00,00,00,-87.383461,34.147032,01,133,21280,24281,43,9656,5047,0104,0,1,0,.
AL,AL0006,002,100-005,HALEYVILLE PUBLIC LIBRARY,913 20TH STREET,HALEYVILLE,35565,1323,WINSTON,2054867450,CE,NO,3600,R_11,0,R_11,2496,R_11,49,R_11,2012,00,00,00,-87.623386,34.22639,01,133,32704,24281,32,9658,5014,0104,0,1,0,.
AL,AL0007,002,100-006,JASPER PUBLIC LIBRARY,98 EAST 18TH STREET,JASPER,35501,5491,WALKER,2052218512,CE,NC,20000,R_11,0,R_11,2080,R_11,52,R_11,2012,00,00,00,-87.273906,33.833399,01,127,38416,66665,32,203,4037,0104,0,1,13820,0
AL,AL0009,002,100-008,SUMITON PUBLIC LIBRARY,416 STATE STREET,SUMITON,35148,0010,WALKER,2056487451,CE,NC,2500,R_11,0,R_11,2288,R_11,52,R_11,2012,00,00,00,-87.049527,33.749579,01,127,73848,66665,31,218,2028,0104,0,1,13820,0
AL,AL0010,002,101-000,CHEAHA REGIONAL LIBRARY,935 COLEMAN STREET,HEFLIN,36264,1359,CLEBURNE,2564637125,CE,NO,2200,R_11,0,R_11,2080,R_11,52,R_11,2012,00,00,00,-85.588945,33.643758,01,029,33976,14937,42,9596,3008,0103,0,1,0,.
AL,AL0010,006,AL0010-006,CHEAHA REGIONAL BOOKMOBILE,935 COLEMAN STREET,HEFLIN,36264,1313,CLEBURNE,2564637125,BS,NO,-3,U_11,2,R_11,1480,R_11,52,R_11,2012,00,00,00,-85.588945,33.643758,01,029,33976,14937,42,9596,3008,0103,0,1,0,.
AL,AL0011,002,101-001,ROANOKE - ANNIE L. AWBREY PUBLIC LIBRARY,736 COLLEGE STREET,ROANOKE,36274,1616,RANDOLPH,3348632632,CE,NO,9000,R_11,0,R_11,2164,R_11,52,R_11,2012,00,00,00,-85.370667,33.14955,01,111,65040,22842,32,5,4003,0103,0,1,0,.
AL,AL0012,002,101-002,ASHLAND CITY PUBLIC LIBRARY,11 2ND AVENUE NORTH,ASHLAND,36251,0296,CLAY,2563543427,CE,NO,4000,R_11,0,R_11,2000,R_11,52,R_11,2012,00,00,00,-85.837992,33.274736,01,027,02860,13656,42,9590,2095,0103,0,1,0,.
AL,AL0013,002,999-028,SYLACUGA - B. B. COMER MEMORIAL LIBRARY,314 NORTH BROADWAY AVENUE,SYLACAUGA,35150,2528,TALLADEGA,2562490961,CE,NO,39000,R_11,0,R_11,2808,R_11,52,R_11,2012,00,00,00,-86.250724,33.171851,01,121,74352,81774,32,118,1056,0103,0,1,45180,1
AL,AL0014,002,101-004,CHEROKEE COUNTY PUBLIC LIBRARY,310 MARY STREET,CENTRE,35960,2026,CHEROKEE,2569275838,CE,NO,10243,R_11,0,R_11,2000,R_11,50,R_11,2012,00,00,00,-85.67641,34.149289,01,019,13648,26094,42,9559,1132,0103,0,1,0,.
AL,AL0015,002,101-005,CHILDERSBURG - EARLE A. RAINWATER MEMORIAL LIBRARY,124 NINTH AVENUE SW,CHILDERSBURG,35044,1642,TALLADEGA,2563787239,CE,NO,9000,R_11,0,R_11,2411,R_11,52,R_11,2012,00,00,00,-86.355664,33.277527,01,121,14464,81774,32,113,4001,0103,0,1,45180,1
AL,AL0016,002,101-006,LINCOLN PUBLIC LIBRARY,49 COMPLEX DRIVE,LINCOLN,35096,5096,TALLADEGA,2057637777,CE,NO,2000,R_11,0,R_11,2156,R_11,52,R_11,2012,00,00,00,-86.123522,33.604511,01,121,43120,81774,42,102.0100021,1115,0103,0,1,45180,1
AL,AL0017,002,101-007,LINEVILLE PUBLIC LIBRARY,60119 HIGHWAY 49,LINEVILLE,36266,0482,CLAY,2563965162,CE,NO,2367,R_11,0,R_11,1757,R_11,52,R_11,2012,00,00,00,-85.754449,33.314689,01,027,43264,13656,42,9589,2119,0103,0,1,0,.
AL,AL0018,002,101-008,HEFLIN - LUCILE MORGAN PUBLIC LIBRARY,541 ROSS STREET,HEFLIN,36264,1339,CLEBURNE,2564632259,CE,NO,2400,R_11,0,R_11,1214,R_11,52,R_11,2012,00,00,00,-85.587878,33.643743,01,029,33976,14937,42,9596,3008,0103,0,1,0,.
AL,AL0019,002,101-009,OXFORD PUBLIC LIBRARY,110 EAST 6TH STREET,OXFORD,36203,1627,CALHOUN,2568311750,CE,NC,25000,R_11,0,R_11,2236,R_11,52,R_11,2012,00,00,00,-85.83545,33.609694,01,015,57576,117815,13,12.01000023,2072,0103,0,1,11500,0
AL,AL0020,002,999-070,TALLADEGA - ARMSTRONG-OSBORNE PUBLIC LIBRARY,202 SOUTH STREET EAST,TALLADEGA,35160,2471,TALLADEGA,2563624211,CE,NO,24323,R_11,0,R_11,2237,R_11,52,R_11,2012,00,00,00,-86.09972,33.433132,01,121,74592,81774,32,109,2047,0103,0,1,45180,1
AL,AL0022,002,999-033,ABBEVILLE MEMORIAL LIBRARY,301 KIRKLAND STREET,ABBEVILLE,36310,2419,HENRY,3345852818,CE,NO,4862,R_11,0,R_11,2080,R_11,52,R_11,2012,00,00,00,-85.250486,31.566764,01,067,00124,17423,42,302,3009,0102,0,1,20020,0
AL,AL0023,003,AL0023-003,ARITON - DOT LANEY MEMORIAL LIBRARY,30 WEST MAIN STREET,ARITON,36311,0026,DALE,3347622463,CE,NC,746,R_11,0,R_11,832,R_11,52,R_11,2012,00,00,00,-85.719461,31.600181,01,045,02428,50141,42,201,1016,0102,0,1,37120,1
AL,AL0024,002,999-035,HEADLAND - BLANCHE R. SOLOMON MEMORIAL LIBRARY,17 PARK STREET,HEADLAND,36345,7417,HENRY,3346932706,CE,NO,4295,R_11,0,R_11,2236,R_11,52,R_11,2012,00,00,00,-85.341938,31.352318,01,067,33856,17423,41,305,3073,0102,0,1,20020,0
AL,AL0025,002,999-061,BRUNDIDGE - TUPPER LIGHTFOOT MEMORIAL LIBRARY,164 SOUTH MAIN STREET,BRUNDIDGE,36010,1809,PIKE,3347352145,CE,NO,2299,R_11,0,R_11,2236,R_11,52,R_11,2012,00,00,00,-85.815509,31.718974,01,109,10240,32893,42,1893,3028,0102,0,1,45980,1
AL,AL0026,002,999-079,OZARK - DALE COUNTY PUBLIC LIBRARY,416 JAMES STREET,OZARK,36360,2090,DALE,3347745480,CE,NC,17604,R_11,0,R_11,2080,R_11,52,R_11,2012,00,00,00,-85.632774,31.452199,01,045,57648,50141,32,205,2023,0102,0,1,37120,1
AL,AL0029,002,517-001,CLIO - ELTON B. STEPHENS LIBRARY,17 SCHOOL STREET,CLIO,36017,9298,BARBOUR,3343972911,CE,NO,4880,R_11,0,R_11,1040,R_11,52,R_11,2012,00,00,00,-85.612081,31.70872,01,005,15640,27313,43,9504,3018,0102,0,1,0,.
AL,AL0030,002,517-003,LOUISVILLE PUBLIC LIBRARY,1951 MAIN STREET,LOUISVILLE,36048,0125,BARBOUR,3342665210,CE,NO,3234,R_11,0,R_11,900,R_11,48,R_11,2012,00,00,00,-85.555417,31.783579,01,005,44344,27313,43,9503,2062,0102,0,1,0,.
AL,AL0031,002,999-077,MIDLAND CITY - MARY BERRY BROWN MEMORIAL LIBRARY,1318 HINTON WATERS AVENUE,MIDLAND CITY,36350,0713,DALE,3349839999,CE,NC,3176,R_11,0,R_11,1800,R_11,52,R_11,2012,00,00,00,-85.497821,31.318123,01,045,48400,50141,41,214,2003,0102,X,15,37120,1
AL,AL0032,002,999-078,NEWTON PUBLIC LIBRARY,209 OATES DRIVE,NEWTON,36352,9588,DALE,3342993316,CE,NC,1200,R_11,0,R_11,1560,R_11,51,R_11,2012,00,00,00,-85.596856,31.331947,01,045,54480,50141,41,213,1063,0102,0,5,37120,1
AL,AL0033,002,517-004,CLAYTON - TOWN AND COUNTY PUBLIC LIBRARY,45 NORTH MIDWAY STREET,CLAYTON,36016,0518,BARBOUR,3347753506,CE,NO,4040,R_11,0,R_11,1250,R_11,52,R_11,2012,00,00,00,-85.458753,31.884566,01,005,15376,27313,43,9502,3019,0102,0,1,0,.
AL,AL0034,002,999-060,TROY PUBLIC LIBRARY,300 NORTH THREE NOTCH STREET,TROY,36081,2022,PIKE,3345661314,CE,NO,11418,R_11,0,R_11,2600,R_11,52,R_11,2012,00,00,00,-85.972212,31.80935,01,109,76920,32893,33,1890,4051,0102,0,1,45980,1
AL,AL0035,002,999-058,UNION SPRINGS PUBLIC LIBRARY,103 NORTH PRAIRIE STREET,UNION SPRINGS,36089,1616,BULLOCK,3347382760,CE,NO,4000,R_11,0,R_11,1647,R_11,49,R_11,2012,00,00,00,-85.716105,32.140649,01,011,77880,10599,32,9522,3089,0102,0,1,0,.
AL,AL0037,002,103-001,ANDALUSIA PUBLIC LIBRARY,212 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,3799,COVINGTON,3342226612,CE,NO,11745,R_11,0,R_11,2499,R_11,52,R_11,2012,00,00,00,-86.482943,31.30676,01,039,01708,38094,33,9621,1040,0102,0,1,0,.
AL,AL0038,002,103-002,BRANTLEY PUBLIC LIBRARY,10 MLK DRIVE,BRANTLEY,36009,0045,CRENSHAW,3345278624,CE,NO,680,R_11,0,R_11,1100,R_11,52,R_11,2012,00,00,00,-86.292382,31.579297,01,041,00000,13959,43,9638,1009,0102,X,14,0,.
AL,AL0039,002,999-034,ELBA PUBLIC LIBRARY,406 SIMMONS STREET,ELBA,36323,1759,COFFEE,3348976921,CE,NO,5000,R_11,0,R_11,2083,R_11,52,R_11,2012,00,00,00,-86.065569,31.41455,01,031,23296,50485,43,105,2057,0102,0,1,21460,1
AL,AL0040,002,103-004,GENEVA - EMMA KNOX KENAN PUBLIC LIBRARY,312 SOUTH COMMERCE STREET,GENEVA,36340,M,GENEVA,3346842459,CE,NO,2700,R_11,0,R_11,2259,R_11,52,R_11,2012,00,00,00,-85.865083,31.036222,01,061,29464,26803,32,503,3030,0102,0,1,20020,0
AL,AL0041,002,999-041,ENTERPRISE PUBLIC LIBRARY,101 EAST GRUBBS STREET,ENTERPRISE,36330,2531,COFFEE,3343472636,CE,NO,12000,R_11,0,R_11,2530,R_11,52,R_11,2012,00,00,00,-85.853377,31.313671,01,031,24184,50485,32,109,1022,0102,0,1,21460,1
AL,AL0042,002,103-006,FLORALA PUBLIC LIBRARY,1214 FOURTH STREET,FLORALA,36442,3810,COVINGTON,3348583525,CE,NO,3200,R_11,0,R_11,1960,R_11,51,R_11,2012,00,00,00,-86.325139,31.01113,01,039,26848,38094,43,9630,4009,0102,X,15,0,.
AL,AL0043,002,AL0043-002,HARTFORD - MCGREGOR-MCKINNEY PUBLIC LIBRARY,101 EAST FULTON STREET,HARTFORD,36344,1626,GENEVA,3345882384,CE,NO,2410,R_11,0,R_11,2260,R_11,51,R_11,2012,00,00,00,-85.696666,31.098263,01,061,33424,26803,42,504,5055,0102,0,1,20020,0
AL,AL0044,002,103-008,LUVERNE PUBLIC LIBRARY,148 EAST THIRD STREET,LUVERNE,36049,1117,CRENSHAW,3343355326,CE,NO,5000,R_11,0,R_11,1847,R_11,52,R_11,2012,00,00,15,-86.261422,31.716326,01,041,44728,13959,43,9637,2035,0102,0,1,0,.
AL,AL0045,002,103-009,OPP PUBLIC LIBRARY,1604 NORTH MAIN STREET,OPP,36467,0717,COVINGTON,3344936423,CE,NO,8725,R_11,0,R_11,2080,R_11,52,R_11,2012,00,00,00,-86.25497,31.307128,01,039,57120,38094,41,9624,3020,0102,0,1,0,.
AL,AL0046,002,103-010,SAMSON PUBLIC LIBRARY,200 NORTH JOHNSON STREET,SAMSON,36477,2006,GENEVA,3348987806,CE,NO,900,R_11,0,R_11,1454,R_11,30,R_11,2012,00,00,00,-86.046002,31.118119,01,061,67800,26803,43,501,4017,0102,0,1,20020,0
AL,AL0047,002,103-011,SLOCOMB PUBLIC LIBRARY,134 SOUTH DALTON AVENUE,SLOCOMB,36375,1026,GENEVA,3348863333,CE,NO,3528,R_11,0,R_11,1040,R_11,52,R_11,2012,00,00,00,-85.593681,31.107031,01,061,71040,26803,42,505,3009,0102,0,1,20020,0
AL,AL0048,002,104-000,HORSESHOE BEND REGIONAL LIBRARY,207 NORTH WEST STREET,DADEVILLE,36853,1355,TALLAPOOSA,2568259232,CE,NO,8300,R_11,0,R_11,1764,R_11,52,R_11,2012,00,00,00,-85.765401,32.833396,01,123,19336,41495,42,9624,2024,0103,0,1,0,.
AL,AL0048,008,AL0048-008,HORSESHOE BEND REGIONAL BOOKMOBILE,207 NORTH WEST STREET,DADEVILLE,36853,1355,TALLAPOOSA,2568254554,BS,CC,-3,U_11,1,R_11,878,R_11,52,R_11,2012,00,00,00,-85.765401,32.833396,01,123,19336,41495,42,9624,2024,0103,0,1,0,.
AL,AL0049,002,104-001,ALEXANDER CITY - ADELIA MCCONNELL RUSSELL LIBRARY,318 CHURCH STREET,ALEXANDER CITY,35010,5010,TALLAPOOSA,2563296796,CE,NO,10950,R_11,0,R_11,2964,R_11,52,R_11,2012,00,00,00,-85.953929,32.94153,01,123,01132,41495,33,9623,1062,0103,0,1,0,.
AL,AL0049,003,AL0049-003,MAMIE'S PLACE,284 CHURCH STREET,ALEXANDER CITY,35010,5010,TALLAPOOSA,2562344644,BR,CC,3250,R_11,0,R_11,2496,R_11,52,R_11,2012,00,00,00,-85.953937,32.941771,01,123,01132,41495,33,9623,1062,0103,0,1,0,.
AL,AL0050,002,104-002,DADEVILLE PUBLIC LIBRARY,205 NORTH WEST STREET,DADEVILLE,36853,1355,TALLAPOOSA,2568257820,CE,NO,1864,R_11,0,R_11,1748,R_11,52,R_11,2012,00,00,00,-85.765401,32.833391,01,123,19336,41495,42,9624,2024,0103,0,1,0,.
AL,AL0051,002,104-003,GOODWATER PUBLIC LIBRARY,36 WEOGUFKA STREET,GOODWATER,35072,M,COOSA,2568395741,CE,NO,4600,R_11,0,R_11,2040,R_11,52,R_11,2012,00,00,00,-86.052535,33.063836,01,037,30640,11109,42,9610,3006,0106,0,1,45180,1
AL,AL0052,002,104-004,AUBURN PUBLIC LIBRARY,749 EAST THACH AVENUE,AUBURN,36830,5545,LEE,3345013190,CE,NO,34065,R_11,0,R_11,3420,R_11,52,R_11,2012,00,00,00,-85.466427,32.604414,01,081,03076,143580,13,403,2000,0103,0,1,12220,0
AL,AL0053,002,104-005,OPELIKA - LEWIS COOPER JR. MEMORIAL LIBRARY,200 SOUTH 6TH STREET,OPELIKA,36801,M,LEE,3347055380,CE,NO,10000,R_11,0,R_11,3500,R_11,52,R_11,2012,00,00,00,-85.375903,32.649085,01,081,57048,143580,13,416,2035,0103,0,1,12220,0
AL,AL0054,002,104-006,MILLBROOK PUBLIC LIBRARY,3650 GRANDVIEW ROAD,MILLBROOK,36054,0525,ELMORE,3342856688,CE,NC,6000,R_11,0,R_11,2801,R_11,52,R_11,2012,00,00,00,-86.361986,32.476778,01,051,48712,80149,31,313,2003,0102,0,1,33860,0
AL,AL0055,002,104-007,ROCKFORD PUBLIC LIBRARY,110 MAIN STREET,ROCKFORD,35136,0128,COOSA,2563774911,CE,NO,820,R_11,0,R_11,2550,R_11,52,R_11,2012,00,00,00,-86.22562,32.871315,01,037,65472,11109,43,9612,1085,0106,0,5,45180,1
AL,AL0056,002,104-008,TALLASSEE COMMUNITY PUBLIC LIBRARY,99 FREEMAN AVENUE,TALLASSEE,36078,2035,TALLAPOOSA,3342832732,CE,NO,5619,R_11,0,R_11,2208,R_11,51,R_11,2012,00,00,00,-85.879175,32.540293,01,123,74688,41495,32,9627,5007,0103,0,1,0,.
AL,AL0057,002,104-009,WETUMPKA PUBLIC LIBRARY,212 SOUTH MAIN STREET,WETUMPKA,36092,0249,ELMORE,3345671308,CE,NO,7000,R_11,0,R_11,2870,R_11,52,R_11,2012,00,00,00,-86.206127,32.53342,01,051,81720,80149,31,308,1034,0102,0,1,33860,0
AL,AL0059,002,516-001,FLORENCE - LAUDERDALE PUBLIC LIBRARY,350 NORTH WOOD AVENUE,FLORENCE,35630,4706,LAUDERDALE,2567646564,CE,CC,42798,R_11,0,R_11,2754,R_11,52,R_11,2012,00,00,00,-87.674645,34.803564,01,077,26896,92663,13,106,4013,0105,0,1,22520,0
AL,AL0060,002,999-039,TUSCUMBIA - HELEN KELLER PUBLIC LIBRARY,511 NORTH MAIN STREET,TUSCUMBIA,35674,2059,COLBERT,2563837065,CE,NC,10350,R_11,0,R_11,1992,R_11,52,R_11,2012,00,00,00,-87.7035,34.736557,01,033,77280,54419,23,205,3003,0104,0,1,22520,0
AL,AL0061,002,999-042,LEIGHTON PUBLIC LIBRARY,8740 MAIN STREET,LEIGHTON,35646,M,COLBERT,2564465380,CE,NO,1900,R_11,0,R_11,972,R_11,52,R_11,2012,00,00,00,-87.528964,34.700157,01,033,42160,54419,42,208.0200043,3055,0104,0,1,22520,0
AL,AL0062,002,999-050,MUSCLE SHOALS PUBLIC LIBRARY,1918 EAST AVALON AVENUE,MUSCLE SHOALS,35661,2402,COLBERT,2563869212,CE,NC,15800,R_11,0,R_11,2193,R_11,51,R_11,2012,00,00,00,-87.645435,34.744451,01,033,53016,54419,13,207.0299988,1006,0104,0,1,22520,0
AL,AL0063,002,516-004,ROGERSVILLE PUBLIC LIBRARY,74 BANK STREET,ROGERSVILLE,35652,0192,LAUDERDALE,2562470151,CE,NC,6800,R_11,0,R_11,2080,R_11,52,R_11,2012,00,00,00,-87.29206,34.824258,01,077,66216,92663,42,118.0199966,2028,0105,0,1,22520,0
