STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,YR_SUB,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,MAT_CENT
AK,AK0120,001,AK0120-002,INNOKO RIVER COMMUNITY/SCHOOL LIBRARY,101 PINE STREET,SHAGELUK,99665,0049,YUKON-KOYUKUK,9074738206,CE,NO,512,R_09,0,R_09,2010,00,00,00,-159.798143,62.64145,02,290,00000,5627,43,4,1009,00,X
AK,AK0121,001,AK0121-002,ANVIK COMMUNITY/SCHOOL LIBRARY,1 AIRPORT ROAD,ANVIK,99558,0090,YUKON-KOYUKUK,9076636348,CE,NO,560,R_09,0,R_09,2010,00,00,00,-160.128556,63.27254,02,290,00000,5627,43,4,1020,00,X
AK,AK0122,001,AK0122-002,GRAYLING COMMUNITY/SCHOOL LIBRARY,DAVID LOUIS SCHOOL BUILDING,GRAYLING,99590,0090,YUKON-KOYUKUK,9074535185,CE,NO,576,R_09,0,R_09,2010,00,00,00,-159.683027,64.07926,02,290,00000,5627,43,3,3009,00,X
AK,AK0124,001,AK0124-002,LAKE MINCHUMINA COMMUNITY LIBRARY,123 AIRPORT WAY,LAKE MINCHUMINA,99757,0050,YUKON-KOYUKUK,9076743211,CE,NO,1100,R_09,0,R_09,2010,00,00,00,-152.385396,63.8005,02,290,42820,5627,43,4,2138,00,X
AK,AK0126,001,AK0126-002,IGIUGIG TRIBAL LIBRARY,1 AIRPORT ROAD,IGIUGIG,99613,4008,LAKE AND PENINSULA,9075333211,CE,NO,440,R_09,0,R_09,2010,00,00,00,-156.48296,58.73102,02,164,39630,1485,43,1,1078,00,X
AK,AK0127,001,AK0127-002,COFFMAN COVE COMMUNITY LIBRARY,105 DENALI ALLEY,COFFMAN COVE,99918,0135,PR WALES-OUTER KE,9073292233,CE,NO,2352,R_09,0,R_09,2010,00,00,07,-132.827778,56.013889,02,198,38970,5560,33,2,1030,00,X
AK,AK0129,001,AK0129-002,MOUNTAIN VILLAGE PUBLIC LIBRARY,1 SAINT MARY'S HIGHWAY,MOUNTAIN VILLAGE,99632,0085,WADE HAMPTON,9075912970,CE,NO,-3,U_09,-3,U_09,2010,03,00,00,-164.537503,62.1696,02,270,00000,7731,43,1,1063,00,X
AK,AK0130,001,AK0130-002,THORNE BAY PUBLIC LIBRARY,120 FREEMAN DRIVE,THORNE BAY,99919,0489,PR WALES-OUTER KE,9078283303,CE,NO,1120,R_09,0,R_09,2010,00,00,00,-132.52418,55.68823,02,198,77140,5560,43,1,2024,00,0
AK,AK0133,001,AK0133-002,PILOT POINT TRIBAL LIBRARY,2200 MAIN STREET,PILOT POINT,99649,0449,LAKE AND PENINSULA,9077972208,CE,NO,768,R_09,0,R_09,2010,00,00,00,-157.384464,57.52567,02,164,80100,1485,43,1,2050,00,X
AK,AK0134,001,AK0134-001,WHALE PASS COMMUNITY LIBRARY,BEACH ROAD LOT 3 BLOCK 14,WHALE PASS,99950,0280,PR WALES-OUTER KE,9078465226,CE,NO,1500,R_09,0,R_09,2010,00,00,00,-132.878786,55.76289,02,198,00000,5560,43,1,1066,00,X
AK,AK0135,001,AK0135-001,TOGIAK PUBLIC LIBRARY AND CULTURAL CENTER,SECOND AVENUE AND G STREET,TOGIAK,99678,0353,DILLINGHAM,9074935566,CE,NO,850,R_09,0,R_09,2010,00,00,00,-160.391925,59.06007,02,070,77690,4957,43,1,3008,00,X
AK,AK0136,001,AK0136-001,SCAMMON BAY PUBLIC LIBRARY,101 ASKINUK STREET,SCAMMON BAY,99662,0110,WADE HAMPTON,9075585400,CE,NO,220,R_09,0,R_09,2010,00,00,00,-165.080055,61.79161,02,270,00000,7731,43,1,4060,00,X
AK,AK0137,001,AK0137-001,KLUKWAN COMMUNITY/SCHOOL LIBRARY,315 MISSION STREET,KLUKWAN,99827,9800,HAINES,9077675551,CE,NO,754,R_09,0,R_09,2010,02,00,00,-135.443134,59.230122,02,100,31050,2399,43,1,3017,00,4
AL,AL0001,003,AL0001-003,CARL ELLIOTT REGIONAL LIBRARY SYSTEM,98 18TH STREET EAST,JASPER,35501,5491,WALKER,2052212568,CE,NO,20000,R_09,0,R_09,2010,00,00,00,-87.273906,33.83339,01,127,38416,68742,32,203,1050,04,0
AL,AL0002,002,100-001,ARLEY PUBLIC LIBRARY,6788 COUNTY ROAD 41,ARLEY,35541,0146,WINSTON,2053870129,CE,NO,6000,R_09,0,R_09,2010,00,00,00,-87.2234,34.04997,01,133,00000,23997,42,9955,6063,04,0
AL,AL0003,002,100-002,CORDOVA PUBLIC LIBRARY,84 MAIN STREET,CORDOVA,35550,1414,WALKER,2054839578,CE,NO,2500,R_09,0,R_09,2010,00,00,00,-87.182924,33.75642,01,127,17368,68742,42,215,1026,04,2
AL,AL0005,002,100-004,DOUBLE SPRINGS PUBLIC LIBRARY,637 BLAKE DRIVE,DOUBLE SPRINGS,35553,0555,WINSTON,2054892412,CE,NO,1500,R_09,0,R_09,2010,00,00,00,-87.383461,34.14703,01,133,21280,23997,43,9956,2046,04,0
AL,AL0006,002,100-005,HALEYVILLE PUBLIC LIBRARY,913 20TH STREET,HALEYVILLE,35565,1323,WINSTON,2054867450,CE,NO,3600,R_09,0,R_09,2010,00,00,00,-87.623386,34.2263,01,133,32704,23997,32,9958,4001,04,0
AL,AL0007,002,100-006,JASPER PUBLIC LIBRARY,98 EAST 18TH STREET,JASPER,35501,5491,WALKER,2052218512,CE,NC,20000,R_09,0,R_09,2010,00,00,00,-87.273906,33.83339,01,127,38416,68742,32,203,1050,04,0
AL,AL0009,002,100-008,SUMITON PUBLIC LIBRARY,416 STATE STREET,SUMITON,35148,0010,WALKER,2056487451,CE,NC,2500,R_09,0,R_09,2010,00,00,00,-87.049527,33.74957,01,127,73848,68742,31,218,1037,04,0
AL,AL0010,002,101-000,CHEAHA REGIONAL LIBRARY,935 COLEMAN STREET,HEFLIN,36264,1359,CLEBURNE,2564637125,CE,NO,2200,IP08,0,R_09,2010,00,00,00,-85.588945,33.64375,01,029,33976,14759,42,9596,3047,03,0
AL,AL0010,006,AL0010-006,CHEAHA REGIONAL BOOKMOBILE,935 COLEMAN STREET,HEFLIN,36264,1313,CLEBURNE,2564637125,BS,NO,-3,U_09,2,R_09,2010,00,00,00,-85.588945,33.643758,01,029,33976,14759,42,9596,3047,03,0
AL,AL0011,002,101-001,ROANOKE - ANNIE L. AWBREY PUBLIC LIBRARY,736 COLLEGE STREET,ROANOKE,36274,1616,RANDOLPH,3348632632,CE,NO,9000,R_09,0,R_09,2010,00,06,00,-85.370667,33.1495,01,111,65040,22577,32,9905,3003,03,0
AL,AL0012,002,101-002,ASHLAND CITY PUBLIC LIBRARY,11 2ND AVENUE NORTH,ASHLAND,36251,0296,CLAY,2563543427,CE,NO,4000,R_09,0,R_09,2010,00,00,00,-85.837992,33.27473,01,027,02860,13640,42,9590,2058,03,0
AL,AL0013,002,999-028,SYLACUGA - B. B. COMER MEMORIAL LIBRARY,314 NORTH BROADWAY AVENUE,SYLACAUGA,35150,2528,TALLADEGA,2562490961,CE,NO,39000,R_09,0,R_09,2010,00,06,00,-86.250724,33.17185,01,121,74352,80242,32,118,1063,03,0
AL,AL0014,002,101-004,CHEROKEE COUNTY PUBLIC LIBRARY,310 MARY STREET,CENTRE,35960,2026,CHEROKEE,2569275838,CE,NO,10243,R_09,0,R_09,2010,00,00,00,-85.67641,34.14928,01,019,13648,24448,42,9559,1063,03,0
AL,AL0015,002,101-005,CHILDERSBURG - EARLE A. RAINWATER MEMORIAL LIBRARY,124 NINTH AVENUE SW,CHILDERSBURG,35044,1642,TALLADEGA,2563787239,CE,NO,9000,R_09,0,R_09,2010,00,06,00,-86.355664,33.27752,01,121,14464,80242,32,113,2001,03,0
AL,AL0016,002,101-006,LINCOLN PUBLIC LIBRARY,49 COMPLEX DRIVE,LINCOLN,35096,5096,TALLADEGA,2057637777,CE,NO,2000,R_09,0,R_09,2010,00,00,00,-86.122667,33.6044,01,121,43120,80242,42,102,2096,03,0
AL,AL0017,002,101-007,LINEVILLE PUBLIC LIBRARY,60119 HIGHWAY 49,LINEVILLE,36266,0482,CLAY,2563965162,CE,NO,2367,R_09,0,R_09,2010,00,00,00,-85.754449,33.31468,01,027,43264,13640,42,9589,2083,03,0
AL,AL0018,002,101-008,HEFLIN - LUCILE MORGAN PUBLIC LIBRARY,541 ROSS STREET,HEFLIN,36264,1339,CLEBURNE,2564632259,CE,NO,2400,R_09,0,R_09,2010,00,00,00,-85.587878,33.64374,01,029,33976,14759,42,9596,3047,03,0
AL,AL0019,002,101-009,OXFORD PUBLIC LIBRARY,110 EAST 6TH STREET,OXFORD,36203,1627,CALHOUN,2568311750,CE,NC,25000,R_09,0,R_09,2010,00,00,00,-85.83545,33.60969,01,015,57576,114081,13,12,1069,03,0
AL,AL0020,002,999-070,TALLADEGA - ARMSTRONG-OSBORNE PUBLIC LIBRARY,202 SOUTH STREET EAST,TALLADEGA,35160,2471,TALLADEGA,2563624211,CE,NO,24323,R_09,0,R_09,2010,00,06,00,-86.09972,33.43313,01,121,74592,80242,32,109,2040,03,0
AL,AL0022,002,999-033,ABBEVILLE MEMORIAL LIBRARY,301 KIRKLAND STREET,ABBEVILLE,36310,2419,HENRY,3345852818,CE,NO,4862,R_09,0,R_09,2010,00,00,00,-85.250486,31.56676,01,067,00124,16647,42,302,3005,02,0
AL,AL0023,003,AL0023-003,ARITON - DOT LANEY MEMORIAL LIBRARY,30 WEST MAIN STREET,ARITON,36311,0026,DALE,3347622463,CE,NC,746,R_09,0,R_09,2010,00,00,00,-85.719461,31.60018,01,045,02428,48147,42,201,1012,02,0
AL,AL0024,002,999-035,HEADLAND - BLANCHE R. SOLOMON MEMORIAL LIBRARY,17 PARK STREET,HEADLAND,36345,7417,HENRY,3346932706,CE,NO,4295,R_09,0,R_09,2010,00,06,00,-85.342198,31.35231,01,067,33856,16647,41,305,3024,02,0
AL,AL0025,002,999-061,BRUNDIDGE - TUPPER LIGHTFOOT MEMORIAL LIBRARY,164 SOUTH MAIN STREET,BRUNDIDGE,36010,1809,PIKE,3347352145,CE,NO,2299,R_09,0,R_09,2010,00,00,00,-85.815509,31.71897,01,109,10240,30461,42,9893,3002,02,0
AL,AL0026,002,999-079,OZARK - DALE COUNTY PUBLIC LIBRARY,416 JAMES STREET,OZARK,36360,2090,DALE,3347745480,CE,NC,17604,R_09,0,R_09,2010,00,00,00,-85.632774,31.45219,01,045,57648,48147,32,205,2021,02,0
AL,AL0029,002,517-001,CLIO - ELTON B. STEPHENS LIBRARY,17 SCHOOL STREET,CLIO,36017,9298,BARBOUR,3343972911,CE,NO,4880,R_09,0,R_09,2010,00,06,00,-85.612081,31.7087,01,005,15640,29737,43,9504,3026,02,0
AL,AL0030,002,517-003,LOUISVILLE PUBLIC LIBRARY,1951 MAIN STREET,LOUISVILLE,36048,0125,BARBOUR,3342665210,CE,NO,3234,R_09,0,R_09,2010,00,00,00,-85.555289,31.78378,01,005,44344,29737,43,9503,2052,02,0
AL,AL0031,002,999-077,MIDLAND CITY - MARY BERRY BROWN MEMORIAL LIBRARY,1318 HINTON WATERS AVENUE,MIDLAND CITY,36350,0713,DALE,3349839999,CE,NC,3176,R_09,0,R_09,2010,00,06,15,-85.489966,31.32686,01,045,48400,48147,41,214,5004,02,X
AL,AL0032,002,999-078,NEWTON PUBLIC LIBRARY,209 OATES DRIVE,NEWTON,36352,9588,DALE,3342993316,CE,NC,-1,U_09,0,R_09,2010,00,00,00,-85.596856,31.33194,01,045,54480,48147,41,213,1024,02,0
AL,AL0033,002,517-004,CLAYTON - TOWN AND COUNTY PUBLIC LIBRARY,45 NORTH MIDWAY STREET,CLAYTON,36016,0518,BARBOUR,3347753506,CE,NO,4040,R_09,0,R_09,2010,00,00,15,-85.458753,31.88456,01,005,15376,29737,43,9502,3006,02,0
AL,AL0034,002,999-060,TROY PUBLIC LIBRARY,300 NORTH THREE NOTCH STREET,TROY,36081,2022,PIKE,3345661314,CE,NO,11418,R_09,0,R_09,2010,00,00,00,-85.972212,31.8093,01,109,76920,30461,33,9890,1034,02,0
AL,AL0035,002,999-058,UNION SPRINGS PUBLIC LIBRARY,103 NORTH PRAIRIE STREET,UNION SPRINGS,36089,1616,BULLOCK,3347382760,CE,NO,4000,R_09,0,R_09,2010,00,00,00,-85.716105,32.14064,01,011,77880,10985,32,9522,3009,02,0
AL,AL0037,002,103-001,ANDALUSIA PUBLIC LIBRARY,212 SOUTH THREE NOTCH STREET,"ANDALUSIA, AL",36420,3799,COVINGTON,3342226612,CE,NO,11745,R_09,0,R_09,2010,00,00,00,-86.482943,31.3067,01,039,01708,36678,33,9621,1038,02,0
AL,AL0038,002,103-002,BRANTLEY PUBLIC LIBRARY,10 MLK DRIVE,BRANTLEY,36009,0045,CRENSHAW,3345278624,CE,NO,680,R_09,0,R_09,2010,00,00,15,-86.35482,31.59088,01,041,00000,13781,43,9638,1021,02,X
AL,AL0039,002,999-034,ELBA PUBLIC LIBRARY,406 SIMMONS STREET,ELBA,36323,1759,COFFEE,3348976921,CE,NO,5000,R_09,0,R_09,2010,00,00,00,-86.065581,31.4145,01,031,23296,48635,43,105,5002,02,0
AL,AL0040,002,103-004,GENEVA - EMMA KNOX KENAN PUBLIC LIBRARY,312 SOUTH COMMERCE STREET,GENEVA,36340,M,GENEVA,3346842459,CE,NO,2700,R_09,0,R_09,2010,00,00,00,-85.865083,31.03622,01,061,29464,25961,32,503,1029,02,0
AL,AL0041,002,999-041,ENTERPRISE PUBLIC LIBRARY,101 EAST GRUBBS STREET,ENTERPRISE,36330,2531,COFFEE,3343472636,CE,NO,12000,R_09,0,R_09,2010,00,00,00,-85.853377,31.31367,01,031,24184,48635,32,109,1029,02,0
AL,AL0042,002,103-006,FLORALA PUBLIC LIBRARY,1214 FOURTH STREET,FLORALA,36442,1814,COVINGTON,3348583525,CE,NO,3200,R_09,0,R_09,2010,00,00,00,-86.327219,31.00565,01,039,26848,36678,43,9630,4034,02,4
AL,AL0043,002,AL0043-002,HARTFORD - MCGREGOR-MCKINNEY PUBLIC LIBRARY,101 EAST FULTON STREET,HARTFORD,36344,1626,GENEVA,3345882384,CE,NO,2410,R_09,0,R_09,2010,00,14,00,-85.696666,31.09826,01,061,33424,25961,42,504,1063,02,0
AL,AL0044,002,103-008,LUVERNE PUBLIC LIBRARY,148 EAST THIRD AVENUE,LUVERNE,36049,1117,CRENSHAW,3343355326,CE,NO,5000,R_09,0,R_09,2010,00,00,00,-86.261602,31.71632,01,041,44728,13781,43,9637,4011,02,4
AL,AL0045,002,103-009,OPP PUBLIC LIBRARY,1604 NORTH MAIN STREET,OPP,36467,0717,COVINGTON,3344936423,CE,NO,8725,R_09,0,R_09,2010,00,00,00,-86.25497,31.30712,01,039,57120,36678,41,9624,3003,02,0
AL,AL0046,002,103-010,SAMSON PUBLIC LIBRARY,200 NORTH JOHNSON STREET,SAMSON,36477,2006,GENEVA,3348987806,CE,NO,900,R_09,0,R_09,2010,00,00,00,-86.046002,31.11811,01,061,67800,25961,43,501,2023,02,0
AL,AL0047,002,103-011,SLOCOMB PUBLIC LIBRARY,134 SOUTH DALTON AVENUE,SLOCOMB,36375,1026,GENEVA,3348863333,CE,NO,3528,R_09,0,R_09,2010,00,00,00,-85.593681,31.10703,01,061,71040,25961,42,505,1009,02,0
AL,AL0048,002,104-000,HORSESHOE BEND REGIONAL LIBRARY,207 NORTH WEST STREET,DADEVILLE,36853,1355,TALLAPOOSA,2568259232,CE,NO,8300,R_09,0,R_09,2010,00,00,00,-85.765401,32.83339,01,123,19336,41008,42,9924,2026,03,0
AL,AL0048,008,AL0048-008,HORSESHOE BEND REGIONAL BOOKMOBILE,207 NORTH WEST STREET,DADEVILLE,36853,1355,TALLAPOOSA,2568254554,BS,CC,-3,U_09,1,R_09,2010,00,00,00,-85.765401,32.833396,01,123,19336,41008,42,9924,2026,03,0
AL,AL0049,002,104-001,ALEXANDER CITY - ADELIA MCCONNELL RUSSELL LIBRARY,318 CHURCH STREET,ALEXANDER CITY,35010,5010,TALLAPOOSA,2563296796,CE,NO,10950,R_09,0,R_09,2010,00,14,00,-85.95393,32.94154,01,123,01132,41008,33,9923,1043,03,0
AL,AL0049,003,AL0049-003,MAMIE'S PLACE,284 CHURCH STREET,ALEXANDER CITY,35010,5010,TALLAPOOSA,2562344644,BR,CC,3250,R_09,0,R_09,2010,00,00,00,-85.953937,32.9417,01,123,01132,41008,33,9923,1043,03,0
AL,AL0050,002,104-002,DADEVILLE PUBLIC LIBRARY,205 NORTH WEST STREET,DADEVILLE,36853,1355,TALLAPOOSA,2568257820,CE,NO,1864,R_09,0,R_09,2010,00,00,00,-85.765401,32.83339,01,123,19336,41008,42,9924,2026,03,0
AL,AL0051,002,104-003,GOODWATER PUBLIC LIBRARY,36 WEOGUFKA STREET,GOODWATER,35072,M,COOSA,2568395741,CE,NO,4600,R_09,0,R_09,2010,00,00,00,-86.05253,33.06383,01,037,30640,10556,42,9610,3008,03,0
AL,AL0052,002,104-004,AUBURN PUBLIC LIBRARY,749 EAST THACH AVENUE,AUBURN,36830,5545,LEE,3345013190,CE,NO,34065,R_09,0,R_09,2010,00,00,00,-85.466427,32.60441,01,081,03076,135883,13,403,2000,03,0
AL,AL0053,002,104-005,OPELIKA - LEWIS COOPER JR. MEMORIAL LIBRARY,200 SOUTH 6TH STREET,OPELIKA,36801,M,LEE,3347055380,CE,NO,10000,R_09,0,R_09,2010,00,06,00,-85.375903,32.64908,01,081,57048,135883,13,416,2045,03,0
AL,AL0054,002,104-006,MILLBROOK PUBLIC LIBRARY,3650 GRANDVIEW ROAD,MILLBROOK,36054,0525,ELMORE,3342856688,CE,NC,6000,R_09,0,R_09,2010,00,00,00,-86.361986,32.47677,01,051,48712,79233,31,313,2000,02,0
AL,AL0055,002,104-007,ROCKFORD PUBLIC LIBRARY,110 MAIN STREET,ROCKFORD,35136,0128,COOSA,2563774911,CE,NO,820,R_09,0,R_09,2010,00,00,00,-86.225611,32.87139,01,037,65472,10556,43,9612,1072,03,0
AL,AL0056,002,104-008,TALLASSEE COMMUNITY PUBLIC LIBRARY,99 FREEMAN AVENUE,TALLASSEE,36078,2035,TALLAPOOSA,3342832732,CE,NO,5619,R_09,0,R_09,2010,00,06,00,-85.879175,32.54029,01,123,74688,41008,32,9927,5005,03,0
AL,AL0057,002,104-009,WETUMPKA PUBLIC LIBRARY,212 SOUTH MAIN STREET,WETUMPKA,36092,0249,ELMORE,3345671308,CE,NO,7000,R_09,0,R_09,2010,00,00,00,-86.206127,32.5334,01,051,81720,79233,31,307,1136,02,0
AL,AL0059,002,516-001,FLORENCE - LAUDERDALE PUBLIC LIBRARY,350 NORTH WOOD AVENUE,FLORENCE,35630,4706,LAUDERDALE,2567646564,CE,CC,42798,R_09,0,R_09,2010,00,06,00,-87.674645,34.80356,01,077,26896,89599,13,106,4007,05,0
AL,AL0060,002,999-039,TUSCUMBIA - HELEN KELLER PUBLIC LIBRARY,511 NORTH MAIN STREET,TUSCUMBIA,35674,2059,COLBERT,2563837065,CE,NC,10350,R_09,0,R_09,2010,00,00,00,-87.7035,34.73655,01,033,77280,54639,23,205,3002,05,0
AL,AL0061,002,999-042,LEIGHTON PUBLIC LIBRARY,8740 MAIN STREET,LEIGHTON,35646,M,COLBERT,2564465380,CE,NO,1900,R_09,0,R_09,2010,00,00,00,-87.528964,34.70015,01,033,42160,54639,42,208.0200043,4011,05,0
AL,AL0062,002,999-050,MUSCLE SHOALS PUBLIC LIBRARY,1918 EAST AVALON AVENUE,MUSCLE SHOALS,35661,2402,COLBERT,2563869212,CE,NC,15800,R_09,0,R_09,2010,00,00,00,-87.64515,34.74444,01,033,53016,54639,13,207.0200043,4003,05,0
AL,AL0063,002,516-004,ROGERSVILLE PUBLIC LIBRARY,74 BANK STREET,ROGERSVILLE,35652,0192,LAUDERDALE,2562470151,CE,NC,6800,R_09,0,R_09,2010,00,00,00,-87.29206,34.82425,01,077,66216,89599,42,118,4027,05,0
AL,AL0064,002,999-066,SHEFFIELD PUBLIC LIBRARY,316 NORTH MONTGOMERY AVENUE,SHEFFIELD,35660,7610,COLBERT,2563865633,CE,NC,13000,R_09,0,R_09,2010,00,00,00,-87.698531,34.76144,01,033,69648,54639,23,202,1057,05,0
AL,AL0065,002,106-000,NORTHWEST REGIONAL LIBRARY,185 ASHWOOD DRIVE,WINFIELD,35594,1527,MARION,2054872330,CE,NO,-1,U_09,0,R_09,2010,00,00,00,-87.815049,33.93085,01,093,82992,29116,43,9847,2080,04,0
AL,AL0066,002,106-001,HAMILTON - CLYDE NIX PUBLIC LIBRARY,350 BEXAR AVENUE WEST,HAMILTON,35570,1944,MARION,2059214290,CE,NO,3650,R_09,0,R_09,2010,00,00,00,-87.992322,34.14318,01,093,32848,29116,43,9843,3055,04,0
AL,AL0067,002,106-002,KENNEDY PUBLIC LIBRARY,17885 HIGHWAY 96,KENNEDY,35574,0070,LAMAR,2055963670,CE,NO,864,R_09,0,R_09,2010,00,00,00,-87.976044,33.58605,01,075,39520,14200,42,302,2011,04,0
AL,AL0068,002,106-003,GUIN - MCHS COMMUNITY LIBRARY,8115 U.S. HIGHWAY 43,GUIN,35563,0549,MARION,2054682544,CE,NO,4000,R_09,0,R_09,2010,00,06,15,-87.89401,33.967,01,093,32224,29116,43,9846,3128,04,X
AL,AL0069,002,106-004,MILLPORT PUBLIC LIBRARY,920 BLACK STREET,MILLPORT,35576,0159,LAMAR,2056624286,CE,NO,3000,R_09,0,R_09,2010,00,00,00,-88.089351,33.56156,01,075,48808,14200,43,302,3037,04,0
AL,AL0070,002,106-005,RUSSELLVILLE PUBLIC LIBRARY,110 EAST LAWRENCE STREET,RUSSELLVILLE,35653,2349,FRANKLIN,2563321535,CE,NO,4000,R_09,0,R_09,2010,00,00,00,-87.730263,34.50473,01,059,67056,31091,32,9730,3060,04,0
AL,AL0071,002,106-006,SULLIGENT PUBLIC LIBRARY,514 ELM STREET,SULLIGENT,35586,0215,LAMAR,2056988631,CE,NO,2778,R_09,0,R_09,2010,00,00,00,-88.13174,33.90033,01,075,73728,14200,43,300,3052,04,0
AL,AL0072,002,106-007,VERNON - MARY WALLACE COBB MEMORIAL LIBRARY,110 FIRST AVENUE WEST,VERNON,35592,0357,LAMAR,2056956123,CE,NO,1870,R_09,0,R_09,2010,00,00,00,-88.109729,33.7091,01,075,00000,14200,43,301,4029,04,X
AL,AL0073,002,106-008,RED BAY - WEATHERFORD PUBLIC LIBRARY,307 4TH AVENUE SOUTH,RED BAY,35582,0870,FRANKLIN,2563569255,CE,NO,5000,R_09,0,R_09,2010,00,00,00,-88.149203,34.41045,01,059,63576,31091,43,9735,3045,04,X
AL,AL0074,002,106-009,WINFIELD PUBLIC LIBRARY,185 ASHWOOD DRIVE,WINFIELD,35594,0688,MARION,2054872484,CE,NO,3384,R_09,0,R_09,2010,00,00,00,-87.815049,33.93085,01,093,82992,29116,43,9847,2080,04,0
AL,AL0076,002,107-001,ATHENS - LIMESTONE PUBLIC LIBRARY,405 EAST SOUTH STREET,ATHENS,35611,2664,LIMESTONE,2562321233,CE,NO,10000,R_09,0,R_09,2010,00,00,00,-86.963939,34.7997,01,083,02956,78572,32,209,2021,05,4
AL,AL0077,002,107-002,DECATUR PUBLIC LIBRARY,504 CHERRY STREET NE,DECATUR,35602,1766,MORGAN,2563532993,CE,CC,26000,R_09,0,R_09,2010,00,00,00,-86.981692,34.6071,01,103,20104,117293,13,4,1061,05,0
AL,AL0078,002,107-003,HARTSELLE - WILLIAM BRADFORD HUIE PUBLIC LIBRARY,152 SPARKMAN STREET NW,HARTSELLE,35640,2402,MORGAN,2567739880,CE,NO,5500,R_09,0,R_09,2010,00,06,00,-86.934995,34.44423,01,103,33448,117293,31,53.02999878,6023,05,0
AL,AL0079,002,107-004,LAWRENCE COUNTY PUBLIC LIBRARY,401 COLLEGE STREET,MOULTON,35650,1483,LAWRENCE,2569740883,CE,NC,5000,R_09,0,R_09,2010,00,00,00,-87.29446,34.47587,01,079,51600,34106,41,9798,1026,05,0
AL,AL0080,002,AL0080-004,BALDWIN COUNTY LIBRARY COOPERATIVE,22251 PALMER STREET,ROBERTSDALE,36567,0399,BALDWIN,2519704011,CE,NC,7600,R_09,0,R_09,2010,00,00,00,-87.716869,30.54952,01,003,65208,179878,32,109.0199966,4018,01,0
AL,AL0080,004,500-000,BALDWIN COUNTY LIBRARY COOPERATIVE - BOOKMOBILE,22251 PALMER STREET,ROBERTSDALE,36567,0399,BALDWIN,2519781940,BS,NC,-3,U_09,1,R_09,2010,00,06,00,-87.716869,30.549529,01,003,65208,179878,32,109.0199966,4018,01,0
AL,AL0081,002,500-001,DAPHNE PUBLIC LIBRARY,2607 U.S. HIGHWAY 98,DAPHNE,36526,4222,BALDWIN,2516212818,CE,NC,20988,R_09,0,R_09,2010,00,00,00,-87.881612,30.59568,01,003,00000,179878,41,108,1034,01,4
AL,AL0082,002,500-002,FAIRHOPE PUBLIC LIBRARY,501 FAIRHOPE AVENUE,FAIRHOPE,36532,2111,BALDWIN,2519287483,CE,NC,39600,R_09,0,R_09,2010,00,00,15,-87.901851,30.52306,01,003,25240,179878,32,112.0100021,1097,01,0
AL,AL0083,002,999-072,FOLEY PUBLIC LIBRARY,319 EAST LAUREL AVENUE,FOLEY,36535,2680,BALDWIN,2519437665,CE,NC,21000,R_09,0,R_09,2010,00,00,00,-87.679613,30.40637,01,003,26992,179878,32,115,5084,01,0
AL,AL0084,002,500-004,BAY MINETTE PUBLIC LIBRARY,205 WEST SECOND STREET,BAY MINETTE,36507,4838,BALDWIN,2515801648,CE,NC,12200,R_09,0,R_09,2010,00,00,00,-87.776117,30.88258,01,003,04660,179878,32,105,1038,01,0
AL,AL0085,002,500-005,LOXLEY PUBLIC LIBRARY,1001 EAST LOXLEY AVENUE,LOXLEY,36557,0527,BALDWIN,2519645695,CE,NC,1678,R_09,0,R_09,2010,00,00,15,-87.752881,30.61993,01,003,44608,179878,42,109.0100021,2042,01,0
AL,AL0087,002,999-071,ROBERTSDALE PUBLIC LIBRARY,18301 PENNSYLVANIA STREET,ROBERTSDALE,36567,3072,BALDWIN,2519478960,CE,NC,2000,R_09,0,R_09,2010,00,00,00,-87.71341,30.55299,01,003,65208,179878,32,109.0199966,4004,01,0
AL,AL0088,002,500-008,GULF SHORES - THOMAS B. NORTON PUBLIC LIBRARY,221 WEST 19TH AVENUE,GULF SHORES,36542,3055,BALDWIN,2519681176,CE,NC,9000,R_09,0,R_09,2010,00,00,00,-87.69243,30.27247,01,003,32272,179878,32,114.0400009,1023,01,0
AL,AL0090,002,501-001,ADAMSVILLE PUBLIC LIBRARY,4825 MAIN STREET,ADAMSVILLE,35005,0241,JEFFERSON,2056743399,CE,NC,4759,R_09,0,R_09,2010,00,00,00,-86.953238,33.60013,01,073,00460,665027,21,121.0400009,4016,06,0
AL,AL0091,002,501-002,BESSEMER PUBLIC LIBRARY,400 19TH STREET N,BESSEMER,35020,5305,JEFFERSON,2054287882,CE,NC,28657,R_09,0,R_09,2010,00,00,00,-86.954666,33.4032,01,073,05980,665027,21,102,1043,07,0
AL,AL0092,002,501-003,MOUNTAIN BROOK - EMMET O'NEAL LIBRARY,50 OAK STREET,MOUNTAIN BROOK,35213,4219,JEFFERSON,2058790459,CE,NC,40500,R_09,0,R_09,2010,00,00,00,-86.755554,33.50099,01,073,51696,665027,21,108.0100021,2030,06,0
